Country,Region,Year,Month,Chamber Type,Chamber Total Seats,Total women,% Of Women in Chamber,NOTES,election_type
Malaysia,ASIA,1965,,Upper,58,2,0.034482758620689655,"The nominal number of seats is 60, but there were 2 vacancies at the time. Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1966,,Upper,58,2,0.034482758620689655,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1967,,Upper,58,2,0.034482758620689655,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1968,,Upper,58,2,0.034482758620689655,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1969,,Upper,58,2,0.034482758620689655,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1970,,Upper,58,2,0.034482758620689655,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1971,,Upper,58,2,0.034482758620689655,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1972,,Upper,54,2,0.037037037037037035,"The nominal number of seats is 60, but there were 6 vacancies at the time. Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1973,,Upper,54,2,0.037037037037037035,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1974,,Upper,54,2,0.037037037037037035,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1975,,Upper,54,2,0.037037037037037035,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1976,,Upper,54,5,0.09259259259259259,"The nominal number of seats is 58, but there were 4 vacancies at the time. Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1977,,Upper,54,5,0.09259259259259259,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1978,,Upper,54,5,0.09259259259259259,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1979,,Upper,54,5,0.09259259259259259,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1980,,Upper,67,7,0.1044776119402985,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1981,,Upper,67,7,0.1044776119402985,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1982,,Upper,67,7,0.1044776119402985,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1983,,Upper,67,7,0.1044776119402985,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate.",Renewal
Malaysia,ASIA,1984,,Upper,53,7,0.1320754716981132,"The nominal number of seats is 69, but there were 16 vacancies at the time: 26 elected by the State Legislative Assemblies and 43 appointed by the King. ",Renewal
Malaysia,ASIA,1985,,Upper,53,7,0.1320754716981132,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1986,,Upper,53,7,0.1320754716981132,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1987,,Upper,53,7,0.1320754716981132,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1988,,Upper,53,7,0.1320754716981132,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1988,,Upper,61,11,0.18032786885245902,"The nominal number of seats is 69, but there were 8 vacancies at the time: 26 elected by the State Legislative Assemblies and 43 appointed by the King. ",Renewal
Malaysia,ASIA,1989,,Upper,61,11,0.18032786885245902,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1990,,Upper,61,11,0.18032786885245902,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1991,,Upper,61,11,0.18032786885245902,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1992,,Upper,61,9,0.14754098360655737,"The nominal number of seats is 69, but there were 8 vacancies at the time: 26 elected by the State Legislative Assemblies and 43 appointed by the King. ",Renewal
Malaysia,ASIA,1993,,Upper,61,9,0.14754098360655737,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1994,,Upper,61,9,0.14754098360655737,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1995,,Upper,52,12,0.23076923076923078,"The nominal number of seats is 69, but there were 17 vacancies at the time; normally: 26 elected by the State Legislative Assemblies and 43 appointed by the King. ",Renewal
Malaysia,ASIA,1996,,Upper,52,12,0.23076923076923078,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1997,,Upper,69,12,0.17391304347826086,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1998,,Upper,69,12,0.17391304347826086,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,1999,,Upper,69,12,0.17391304347826086,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,2000,,Upper,69,18,0.2608695652173913,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,2001,,Upper,69,12,0.17391304347826086,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,2002,,Upper,69,12,0.17391304347826086,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,2003,,Upper,54,20,0.37037037037037035,26 elected by the State Legislative Assemblies and 43 appointed by the King. ,Renewal
Malaysia,ASIA,2004,,Upper,70,18,0.2571428571428571,"26 indirectly elected, 44 appointed by the Head of State.",Renewal
Malaysia,ASIA,2005,,Upper,70,18,0.2571428571428571,"26 indirectly elected, 44 appointed by the Head of State.",Renewal
Malaysia,ASIA,2006,,Upper,70,18,0.2571428571428571,"26 indirectly elected, 44 appointed by the Head of State.",Renewal
Malaysia,ASIA,2007,,Upper,65,18,0.27692307692307694,"26 indirectly elected, 44 appointed by the Head of State.",Renewal
Malaysia,ASIA,2008,,Upper,59,17,0.288135593220339,"The Upper House is constantly renewed, therefore it is referred to the sitting following the Lower House elections. Not clear whether the 17th woman was appointed or indirectly elected.",Renewal
Malaysia,ASIA,2009,,Upper,64,18,0.28125,,Renewal
Malaysia,ASIA,2010,,Upper,70,17,0.24285714285714285,,Renewal
Malaysia,ASIA,2011,,Upper,70,17,0.24285714285714285,,Renewal
Malaysia,ASIA,2012,,Upper,70,17,0.24285714285714285,,Renewal
Malaysia,ASIA,2013,january,Upper,66,15,0.22727272727272727,,Renewal
Malaysia,ASIA,2014,february,Upper,59,17,0.288135593220339,,Renewal
Malaysia,ASIA,2015,,Upper,65,15,0.23076923076923078,,Renewal
Malaysia,ASIA,2016,,Upper,65,15,0.23076923076923078,,Renewal
Malaysia,ASIA,2017,,Upper,68,15,0.22058823529411764,,Renewal
Malaysia,ASIA,2016,march,Upper,64,14,0.21875,,Renewal
Malaysia,ASIA,2013,december,Upper,59,16,0.2711864406779661,,Renewal
Russia,EUR,1990,March,Upper,126,11,0.0873015873015873,First legislature of the Russian Federation.,Renewal
Russia,EUR,1991,,Upper,126,11,0.0873015873015873,,Renewal
Russia,EUR,1992,,Upper,126,11,0.0873015873015873,,Renewal
Russia,EUR,1993,,Upper,176,9,0.05113636363636364,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.,Renewal
Russia,EUR,1994,,Upper,176,9,0.05113636363636364,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.,Renewal
Russia,EUR,1995,,Upper,176,9,0.05113636363636364,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.,Renewal
Russia,EUR,1996,,Upper,176,9,0.05113636363636364,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.,Renewal
Russia,EUR,1997,December,Upper,178,1,0.0056179775280898875,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.,Renewal
Russia,EUR,1998,,Upper,176,9,0.05113636363636364,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.,Renewal
Russia,EUR,2000,,Upper,176,9,0.05113636363636364,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.,Renewal
